qseqid,sseqid,staxid,ssciname,scomname,sskingdom,pident,length,qlen,slen,mismatch,gapopen,gaps,qstart,qend,sstart,send,stitle,evalue,bitscore,qcovs,qcovhsp
Zotu407,gi|1563211393|gb|MK105446.1|,2484689,Neopetrosia sigmafera,Neopetrosia sigmafera,Eukaryota,98.083,313,313,688,6,0,0,1,313,360,672,"Neopetrosia sigmafera voucher UF 3857 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",2.04E-148,538,100,100
Zotu407,gi|2061147398|gb|MZ486588.1|,2854415,Haplosclerida sp. BZ141,Haplosclerida sp. BZ141,Eukaryota,98.083,313,313,669,6,0,0,1,313,342,654,"Haplosclerida sp. BZ141 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",2.04E-148,538,100,100
Zotu413,gi|1560042958|dbj|LC406275.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.681,313,313,1080,1,0,0,1,313,303,615,"Echinometra mathaei S292 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds",6.25E-155,561,100,100
Zotu413,gi|1560042920|dbj|LC406276.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.681,313,313,1080,1,0,0,1,313,303,615,"Echinometra mathaei S302 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds",6.25E-155,561,100,100
Zotu413,gi|1560042916|dbj|LC406268.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.681,313,313,1080,1,0,0,1,313,303,615,"Echinometra mathaei S112 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds",6.25E-155,561,100,100
Zotu413,gi|1934895308|gb|MW277934.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.681,313,313,658,1,0,0,1,313,346,658,"Echinometra mathaei voucher UF:Invertebrate Zoology:18276-Echinodermata cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu413,gi|30523157|gb|AY262912.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.681,313,313,1083,1,0,0,1,313,309,621,"Echinometra mathaei isolate MDm2 cytochrome oxidase subunit I gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu413,gi|30523113|gb|AY262890.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.681,313,313,1073,1,0,0,1,313,299,611,"Echinometra mathaei isolate Gm8 cytochrome oxidase subunit I gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu413,gi|386289851|gb|JQ742945.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.361,313,313,942,2,0,0,1,313,257,569,"Echinometra mathaei clone SY120371 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu413,gi|30523163|gb|AY262915.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.361,313,313,1083,2,0,0,1,313,309,621,"Echinometra mathaei isolate MDm7 cytochrome oxidase subunit I gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu413,gi|30523161|gb|AY262914.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.361,313,313,1082,2,0,0,1,313,308,620,"Echinometra mathaei isolate MDm4 cytochrome oxidase subunit I gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu413,gi|1560042956|dbj|LC406271.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,98.722,313,313,1080,4,0,0,1,313,303,615,"Echinometra mathaei S172 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds",3.94E-151,547,100,100
Zotu455,gi|1934896242|gb|MW278400.1|,2790580,Lucilina pacifica,Lucilina pacifica,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Lucilina pacifica voucher UF:Invertebrate Zoology:508364-Mollusca cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu455,gi|1934896222|gb|MW278390.1|,2790516,Stenoplax petaloides,Stenoplax petaloides,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Stenoplax petaloides voucher UF:Invertebrate Zoology:508359-Mollusca cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu455,gi|1934896218|gb|MW278388.1|,2790516,Stenoplax petaloides,Stenoplax petaloides,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Stenoplax petaloides voucher UF:Invertebrate Zoology:508358-Mollusca cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu456,gi|2235062494|gb|OL703628.1|,2903,Emiliania huxleyi,Emiliania huxleyi,Eukaryota,100,313,313,30631,0,0,0,1,313,15318,15630,"Emiliania huxleyi strain RCC4030 mitochondrion, partial genome",1.47E-156,565,100,100
Zotu456,gi|2235062321|gb|OL703620.1|,2903,Emiliania huxleyi,Emiliania huxleyi,Eukaryota,100,313,313,28689,0,0,0,1,313,15087,15399,"Emiliania huxleyi strain M217 mitochondrion, partial genome",1.47E-156,565,100,100
Zotu456,gi|2235062278|gb|OL703618.1|,2903,Emiliania huxleyi,Emiliania huxleyi,Eukaryota,100,313,313,28462,0,0,0,1,313,15317,15629,"Emiliania huxleyi strain EH2 mitochondrion, partial genome",1.47E-156,565,100,100
Zotu456,gi|2235062213|gb|OL703615.1|,2903,Emiliania huxleyi,Emiliania huxleyi,Eukaryota,100,313,313,27348,0,0,0,1,313,15320,15632,"Emiliania huxleyi strain AWI1516 mitochondrion, partial genome",1.47E-156,565,100,100
Zotu456,gi|336286117|gb|JN022704.1|,2903,Emiliania huxleyi,Emiliania huxleyi,Eukaryota,100,313,313,28660,0,0,0,1,313,15320,15632,"Emiliania huxleyi culture-collection CCMP:1516 mitochondrion, complete genome",1.47E-156,565,100,100
Zotu456,gi|2235062646|gb|OL703635.1|,1856765,Gephyrocapsa parvula,Gephyrocapsa parvula,Eukaryota,99.361,313,313,25330,2,0,0,1,313,15318,15630,"Gephyrocapsa parvula strain RCC4034 mitochondrion, partial genome",7.61E-154,556,100,100
Zotu456,gi|2235062625|gb|OL703634.1|,1856765,Gephyrocapsa parvula,Gephyrocapsa parvula,Eukaryota,99.361,313,313,27194,2,0,0,1,313,15317,15629,"Gephyrocapsa parvula strain RCC4033 mitochondrion, partial genome",7.61E-154,556,100,100
Zotu456,gi|2235062603|gb|OL703633.1|,1856766,Gephyrocapsa ericsonii,Gephyrocapsa ericsonii,Eukaryota,99.361,313,313,27198,2,0,0,1,313,15318,15630,"Gephyrocapsa ericsonii strain RCC4032 mitochondrion, partial genome",7.61E-154,556,100,100
Zotu456,gi|2235062472|gb|OL703627.1|,2903,Emiliania huxleyi,Emiliania huxleyi,Eukaryota,99.361,313,313,29209,2,0,0,1,313,15317,15629,"Emiliania huxleyi strain RCC4028 mitochondrion, partial genome",7.61E-154,556,100,100
Zotu456,gi|2235062235|gb|OL703616.1|,2903,Emiliania huxleyi,Emiliania huxleyi,Eukaryota,99.361,313,313,29024,2,0,0,1,313,15317,15629,"Emiliania huxleyi strain CCMP371 mitochondrion, partial genome",7.61E-154,556,100,100
Zotu524,gi|2079002751|gb|MZ753996.1|,2867276,Syllidia sp. A ZW-2021,Syllidia sp. A ZW-2021,Eukaryota,97.125,313,313,612,9,0,0,1,313,295,607,"Syllidia sp. A ZW-2021 isolate XMU-Pol-2021-185 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",4.50E-144,525,100,100
Zotu524,gi|2079002748|gb|MZ753995.1|,2867276,Syllidia sp. A ZW-2021,Syllidia sp. A ZW-2021,Eukaryota,97.125,313,313,612,9,0,0,1,313,295,607,"Syllidia sp. A ZW-2021 isolate XMU-Pol-2021-184 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",4.50E-144,525,100,100
Zotu524,gi|2320205697|gb|OP702864.1|,2982486,Syllidia sp. A ZW-2022,Syllidia sp. A ZW-2022,Eukaryota,96.486,313,313,612,11,0,0,1,313,295,607,"Syllidia sp. A ZW-2022 isolate XMU-Pol-2021-414 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",2.33E-141,516,100,100
Zotu524,gi|2168966425|gb|OL964322.1|,2867276,Syllidia sp. A ZW-2021,Syllidia sp. A ZW-2021,Eukaryota,96.486,313,313,648,11,0,0,1,313,319,631,"Syllidia sp. A ZW-2021 isolate XMU-Pol-2021-414 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",2.33E-141,516,100,100
Zotu538,gi|1934896026|gb|MW278292.1|,1503761,Synalpheus streptodactylus,Synalpheus streptodactylus,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Synalpheus streptodactylus voucher UF:Invertebrate Zoology:45756-Arthropoda cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu538,gi|1934897126|gb|MW278842.1|,1503761,Synalpheus streptodactylus,Synalpheus streptodactylus,Eukaryota,99.361,313,313,658,2,0,0,1,313,346,658,"Synalpheus streptodactylus voucher UF:Invertebrate Zoology:46038-Arthropoda cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu538,gi|1934895666|gb|MW278113.1|,1503761,Synalpheus streptodactylus,Synalpheus streptodactylus,Eukaryota,99.361,313,313,658,2,0,0,1,313,346,658,"Synalpheus streptodactylus voucher UF:Invertebrate Zoology:45690-Arthropoda cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu538,gi|1934895062|gb|MW277811.1|,1503761,Synalpheus streptodactylus,Synalpheus streptodactylus,Eukaryota,99.361,313,313,658,2,0,0,1,313,346,658,"Synalpheus streptodactylus voucher UF:Invertebrate Zoology:45499-Arthropoda cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu538,gi|305645099|gb|HM462725.1|,874860,Caridea sp. LPdivOTU130,Caridea sp. LPdivOTU130,Eukaryota,98.722,313,313,658,4,0,0,1,313,346,658,"Caridea sp. LPdivOTU130 isolate 2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu569,gi|1330565682|gb|KY565337.1|,2070863,Echinodictyum asperum,Echinodictyum asperum,Eukaryota,100,313,313,1078,0,0,0,1,313,346,658,"Echinodictyum asperum isolate SPO41 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu569,gi|2442577316|emb|OX422241.1|,2070863,Echinodictyum asperum,Echinodictyum asperum,Eukaryota,100,313,313,682,0,0,0,1,313,357,669,"Echinodictyum asperum mitochondrial COI gene for cytochrome oxidase subunit 1, specimen voucher SNSB-BSPG.GW33285",1.47E-156,565,100,100
Zotu569,gi|1917888968|gb|MW143253.1|,2772917,Echinodictyum sp. 1 JV-2020,Echinodictyum sp. 1 JV-2020,Eukaryota,100,313,313,1170,0,0,0,1,313,330,642,"Echinodictyum sp. 1 JV-2020 voucher UF 3818 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu577,gi|1329725864|gb|MF989369.1|,2071671,Ophiactis sp. NBEGC07,Ophiactis sp. NBEGC07,Eukaryota,98.722,313,313,654,4,0,0,1,313,177,489,"Ophiactis sp. NBEGC07 cytochrome c oxidase subunit I gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu577,gi|1329725862|gb|MF989368.1|,2071670,Ophiactis sp. NBEGC09,Ophiactis sp. NBEGC09,Eukaryota,98.083,313,313,654,6,0,0,1,313,177,489,"Ophiactis sp. NBEGC09 cytochrome c oxidase subunit I gene, partial cds; mitochondrial",2.04E-148,538,100,100
Zotu577,gi|1015633792|gb|KU895155.1|,1815117,Ophiactis macrolepidota,Ophiactis macrolepidota,Eukaryota,97.125,313,313,1425,9,0,0,1,313,387,699,"Ophiactis macrolepidota isolate F111930 cytochrome oxidase subunit I gene, partial cds; mitochondrial",4.50E-144,525,100,100
Zotu577,gi|1015633790|gb|KU895154.1|,1815113,Ophiactis affinis,Ophiactis affinis,Eukaryota,96.805,313,313,1422,10,0,0,1,313,384,696,"Ophiactis affinis isolate DW18181 cytochrome oxidase subunit I gene, partial cds; mitochondrial",5.48E-143,520,100,100
Zotu590,gi|1836167426|ref|NG_068460.1|,9606,Homo sapiens,human,Eukaryota,100,304,304,1728,0,0,0,1,304,491,794,Homo sapiens MT-CO1 pseudogene 11 (MTCO1P11) on chromosome 9,1.09E-151,549,100,100
Zotu590,gi|1024846765|ref|NG_046969.1|,9606,Homo sapiens,human,Eukaryota,100,304,304,200762,0,0,0,1,304,93655,93352,"Homo sapiens insulin like 6 (INSL6), RefSeqGene on chromosome 9",1.09E-151,549,100,100
Zotu590,gi|224451097|ref|NG_009904.1|,9606,Homo sapiens,human,Eukaryota,100,304,304,149939,0,0,0,1,304,116812,117115,"Homo sapiens Janus kinase 2 (JAK2), RefSeqGene (LRG_612) on chromosome 9",1.09E-151,549,100,100
Zotu590,gi|9944145|emb|AL161450.14|,9606,Homo sapiens,human,Eukaryota,100,304,304,171146,0,0,0,1,304,78347,78650,"Human DNA sequence from clone RP11-39K24 on chromosome 9, complete sequence",1.09E-151,549,100,100
Zotu609,gi|953067552|gb|KT886177.1|,745925,Rhodachlya hawaiiana,Rhodachlya hawaiiana,Eukaryota,99.042,313,313,1232,3,0,0,1,313,352,664,"Rhodachlya hawaiiana voucher JAW4774 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu609,gi|429326023|gb|KC130150.1|,745925,Rhodachlya hawaiiana,Rhodachlya hawaiiana,Eukaryota,99.042,313,313,664,3,0,0,1,313,352,664,"Rhodachlya hawaiiana voucher JAW4774 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu696,gi|1836167426|ref|NG_068460.1|,9606,Homo sapiens,human,Eukaryota,99.342,304,304,1728,2,0,0,1,304,491,794,Homo sapiens MT-CO1 pseudogene 11 (MTCO1P11) on chromosome 9,5.66E-149,540,100,100
Zotu696,gi|1024846765|ref|NG_046969.1|,9606,Homo sapiens,human,Eukaryota,99.342,304,304,200762,2,0,0,1,304,93655,93352,"Homo sapiens insulin like 6 (INSL6), RefSeqGene on chromosome 9",5.66E-149,540,100,100
Zotu696,gi|224451097|ref|NG_009904.1|,9606,Homo sapiens,human,Eukaryota,99.342,304,304,149939,2,0,0,1,304,116812,117115,"Homo sapiens Janus kinase 2 (JAK2), RefSeqGene (LRG_612) on chromosome 9",5.66E-149,540,100,100
Zotu696,gi|9944145|emb|AL161450.14|,9606,Homo sapiens,human,Eukaryota,99.342,304,304,171146,2,0,0,1,304,78347,78650,"Human DNA sequence from clone RP11-39K24 on chromosome 9, complete sequence",5.66E-149,540,100,100
Zotu705,gi|2058712005|gb|MZ457353.1|,2805958,Zancleopsis dichotoma,Zancleopsis dichotoma,Eukaryota,99.361,313,313,635,2,0,0,1,313,315,627,"Zancleopsis dichotoma isolate DNA1522 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu705,gi|2058712007|gb|MZ457354.1|,2805958,Zancleopsis dichotoma,Zancleopsis dichotoma,Eukaryota,99.042,313,313,635,3,0,0,1,313,315,627,"Zancleopsis dichotoma isolate DNA1523 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu705,gi|2058712009|gb|MZ457355.1|,2805958,Zancleopsis dichotoma,Zancleopsis dichotoma,Eukaryota,98.722,313,313,635,4,0,0,1,313,315,627,"Zancleopsis dichotoma isolate DNA1563 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu721,gi|2211721254|gb|MT760744.1|,33658,Phaeocystis globosa,Phaeocystis globosa,Eukaryota,97.764,313,313,711,7,0,0,1,313,375,687,"Phaeocystis globosa isolate JZW-6 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial",8.69E-147,534,100,100
Zotu721,gi|2211721244|gb|MT760739.1|,33658,Phaeocystis globosa,Phaeocystis globosa,Eukaryota,97.764,313,313,711,7,0,0,1,313,375,687,"Phaeocystis globosa isolate JZW-2 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial",8.69E-147,534,100,100
Zotu721,gi|2211721252|gb|MT760743.1|,33658,Phaeocystis globosa,Phaeocystis globosa,Eukaryota,97.444,313,313,711,8,0,0,1,313,375,687,"Phaeocystis globosa isolate JZW-5 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial",1.06E-145,529,100,100
Zotu721,gi|2211721246|gb|MT760740.1|,33658,Phaeocystis globosa,Phaeocystis globosa,Eukaryota,97.444,313,313,711,8,0,0,1,313,375,687,"Phaeocystis globosa isolate JZW-3 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial",1.06E-145,529,100,100
Zotu722,gi|1386870541|gb|MG136812.1|,2176029,Pandeopsis ikarii,Pandeopsis ikarii,Eukaryota,99.361,313,313,847,2,0,0,1,313,352,664,"Pandeopsis ikarii isolate DNA1129 cytochrome oxidase subunit I gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu745,gi|1070695911|gb|KX054071.1|,1901477,Noctuidae sp. sc_06841,Noctuidae sp. sc_06841,Eukaryota,100,313,313,601,0,0,0,1,313,289,601,"Noctuidae sp. sc_06841 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu745,gi|2151030269|gb|OL539286.1|,134409,Spodoptera mauritia,Spodoptera mauritia,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Spodoptera mauritia voucher QDAF-11 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu745,gi|2151030267|gb|OL539285.1|,134409,Spodoptera mauritia,Spodoptera mauritia,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Spodoptera mauritia voucher QDAF-10 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu745,gi|469476380|gb|KC601856.1|,134409,Spodoptera mauritia,Spodoptera mauritia,Eukaryota,100,313,313,550,0,0,0,1,313,227,539,"Spodoptera mauritia voucher SPOD1 cytochrome oxidase subunit I gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu745,gi|320555035|gb|HQ950503.1|,134409,Spodoptera mauritia,Spodoptera mauritia,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Spodoptera mauritia voucher 10ANIC-07411 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu745,gi|635544600|gb|KJ634305.1|,134409;1901483,Spodoptera mauritia;Noctuidae sp. sc_07651,Spodoptera mauritia;Noctuidae sp. sc_07651,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Spodoptera mauritia isolate ENT1097 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu745,gi|310617497|gb|HQ177386.1|,134436,Spodoptera mauritia acronyctoides,Spodoptera mauritia acronyctoides,Eukaryota,99.361,313,313,1272,2,0,0,1,313,133,445,"Spodoptera mauritia acronyctoides voucher SPO-B152 cytochrome c oxidase subunit 1 (CO1) gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu807,gi|1301075520|gb|MG458977.1|,550478,Liposcelis entomophila,Liposcelis entomophila,Eukaryota,100,313,313,661,0,0,0,1,313,342,654,"Liposcelis entomophila voucher FDA:CFSAN PS39-001 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu807,gi|320129196|gb|HQ658135.1|,550478,Liposcelis entomophila,Liposcelis entomophila,Eukaryota,100,313,313,655,0,0,0,1,313,343,655,"Liposcelis entomophila isolate BJ cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu807,gi|306447537|gb|HQ018873.1|,550478,Liposcelis entomophila,Liposcelis entomophila,Eukaryota,100,313,313,655,0,0,0,1,313,343,655,"Liposcelis entomophila isolate USA cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu807,gi|1783627010|gb|MK165486.1|,550478,Liposcelis entomophila,Liposcelis entomophila,Eukaryota,98.722,313,313,655,4,0,0,1,313,343,655,"Liposcelis entomophila isolate 1 cytochrome oxidase subunit I (CO1) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu807,gi|722489452|ref|NC_025504.1|,550478,Liposcelis entomophila,Liposcelis entomophila,Eukaryota,98.722,313,313,12675,4,0,0,1,313,2673,2361,"Liposcelis entomophila minichromosome II mitochondrion, complete sequence",3.94E-151,547,100,100
Zotu807,gi|722489437|ref|NC_025503.1|,550478,Liposcelis entomophila,Liposcelis entomophila,Eukaryota,98.722,313,313,11599,4,0,0,1,313,384,696,"Liposcelis entomophila minichromosome I mitochondrion, complete sequence",3.94E-151,547,100,100
Zotu807,gi|2191912524|gb|MT107889.1|,550478,Liposcelis entomophila,Liposcelis entomophila,Eukaryota,98.722,313,313,1526,4,0,0,1,313,384,696,"Liposcelis entomophila cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu807,gi|1951310791|gb|MW421731.1|,550478,Liposcelis entomophila,Liposcelis entomophila,Eukaryota,98.722,313,313,654,4,0,0,1,313,342,654,"Liposcelis entomophila isolate SXLF-5 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu807,gi|1951310787|gb|MW421729.1|,550478,Liposcelis entomophila,Liposcelis entomophila,Eukaryota,98.722,313,313,654,4,0,0,1,313,342,654,"Liposcelis entomophila isolate HDWX-3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu807,gi|1951310785|gb|MW421728.1|,550478,Liposcelis entomophila,Liposcelis entomophila,Eukaryota,98.722,313,313,654,4,0,0,1,313,342,654,"Liposcelis entomophila isolate GXNY-2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu849,gi|2159783615|gb|OL719073.1|,1843197,Haliclystus inabai,Haliclystus inabai,Eukaryota,99.681,313,313,657,1,0,0,1,313,343,655,"Haliclystus inabai isolate KHI_2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu849,gi|2090242557|gb|OK037595.1|,1843197,Haliclystus inabai,Haliclystus inabai,Eukaryota,99.681,313,313,662,1,0,0,1,313,349,661,"Haliclystus inabai isolate AP004 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu849,gi|2090242554|gb|OK037594.1|,1843197,Haliclystus inabai,Haliclystus inabai,Eukaryota,99.681,313,313,661,1,0,0,1,313,349,661,"Haliclystus inabai isolate AP003 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu849,gi|2159783623|gb|OL719077.1|,1843197,Haliclystus inabai,Haliclystus inabai,Eukaryota,99.042,313,313,657,3,0,0,1,313,343,655,"Haliclystus inabai isolate SHI_3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu849,gi|2159783619|gb|OL719075.1|,1843197,Haliclystus inabai,Haliclystus inabai,Eukaryota,99.042,313,313,663,3,0,0,1,313,349,661,"Haliclystus inabai isolate SHI_1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu849,gi|2159783613|gb|OL719072.1|,1843197,Haliclystus inabai,Haliclystus inabai,Eukaryota,98.403,313,313,663,5,0,0,1,313,349,661,"Haliclystus inabai isolate KHI_3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.68E-149,543,100,100
Zotu849,gi|2090242559|gb|OK037596.1|,1843197,Haliclystus inabai,Haliclystus inabai,Eukaryota,98.403,313,313,661,5,0,0,1,313,349,661,"Haliclystus inabai isolate AP028 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.68E-149,543,100,100
Zotu855,gi|1917890987|gb|MW144970.1|,2772883,Chondrillida sp. 3 JV-2020,Chondrillida sp. 3 JV-2020,Eukaryota,98.083,313,313,1167,6,0,0,1,313,327,639,"Chondrillida sp. 3 JV-2020 voucher UF 3836 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",2.04E-148,538,100,100
Zotu855,gi|1150311753|gb|KY564211.1|,1962580,Halisarca desqueyrouxae,Halisarca desqueyrouxae,Eukaryota,97.764,313,313,637,7,0,0,1,313,109,421,"Halisarca desqueyrouxae cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial",8.69E-147,534,100,100
Zotu855,gi|1489968542|gb|MG421851.1|,2583056,Halisarca dujardinii,Halisarca dujardinii,Eukaryota,96.805,313,313,658,10,0,0,1,313,346,658,"Halisarca dujardini voucher BIOUG14665-G12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",5.48E-143,520,100,100
Zotu855,gi|164420980|ref|NC_010212.1|,2583056,Halisarca dujardinii,Halisarca dujardinii,Eukaryota,96.805,313,313,19277,10,0,0,1,313,2980,3292,"Halisarca dujardini mitochondrion, complete genome",5.48E-143,520,100,100
Zotu890,gi|1934897042|gb|MW278800.1|,2790693,Acotylea sp. HAW05,Acotylea sp. HAW05,Eukaryota,100,310,310,655,0,0,0,1,310,346,655,"Acotylea sp. HAW05 voucher UF:Invertebrate Zoology:810-Platyhelminthes cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",6.18E-155,560,100,100
Zotu946,gi|1354531736|gb|MG816709.1|,879513,Omobranchus obliquus,roundhead blenny,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Omobranchus obliquus voucher USNM:FISH:442343 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu977,gi|1851827329|gb|MT586737.1|,344324,Biemna fistulosa,Biemna fistulosa,Eukaryota,100,313,313,696,0,0,0,1,313,360,672,"Biemna fistulosa cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu977,gi|1330565620|gb|KY565306.1|,344324,Biemna fistulosa,Biemna fistulosa,Eukaryota,100,313,313,1088,0,0,0,1,313,346,658,"Biemna fistulosa isolate SPO1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu977,gi|114649490|emb|AM076982.1|,344324,Biemna fistulosa,Biemna fistulosa,Eukaryota,100,313,313,1206,0,0,0,1,313,345,657,"Biemna fistulosa mitochondrial partial cox1 gene for cytochrome c oxidase subunit I, specimen voucher TAU:25197",1.47E-156,565,100,100
Zotu977,gi|1843765206|gb|MT491477.1|,2737296,Biemna sp. 1 PRT-2020,Biemna sp. 1 PRT-2020,Eukaryota,99.681,313,313,678,1,0,0,1,313,357,669,"Biemna sp. 1 PRT-2020 voucher TS4850 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu977,gi|1493635019|gb|MH784610.1|,1004761,Neofibularia hartmani,Neofibularia hartmani,Eukaryota,99.042,313,313,681,3,0,0,1,313,358,670,"Neofibularia hartmani isolate S10.8 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",3.24E-152,552,100,100
